"longitude,latitude",longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,num_ocean_proximity,ocean_proximity
-121.95 ; 37.52,-121.95,37.52,33.0,3994.0,764.0,2721.0,763.0,5.2308,196900.0,0.0,<1H OCEAN
-121.95 ; 37.54,-121.95,37.54,29.0,3517.0,645.0,1724.0,585.0,4.6641,248900.0,0.0,<1H OCEAN
-121.95 ; 37.74,-121.95,37.74,19.0,3424.0,503.5,1585.5,490.0,6.2978,258000.0,0.0,<1H OCEAN
-121.95 ; 37.78,-121.95,37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,356700.0,0.0,<1H OCEAN
-121.95 ; 37.94,-121.95,37.94,24.0,2311.0,313.5,948.0,325.0,6.3994,269500.0,1.0,INLAND
-121.95 ; 37.96,-121.95,37.96,18.0,2739.0,393.0,1072.0,374.0,6.1436,259500.0,1.0,INLAND
-121.95 ; 38.03,-121.95,38.03,5.0,5526.0,435.0,3207.0,1012.0,4.0767,143100.0,1.0,INLAND
-121.95 ; 38.34,-121.95,38.34,9.0,4999.0,874.0,2687.0,817.0,4.2324,142100.0,1.0,INLAND
-121.95 ; 38.35,-121.95,38.35,16.0,2084.0,292.0,1099.0,292.0,5.8269,150200.0,1.0,INLAND
-121.95 ; 38.65,-121.95,38.65,19.0,1265.0,228.0,755.0,218.0,3.3472,69800.0,1.0,INLAND
-121.96 ; 36.88,-121.96,36.88,37.0,2846.0,553.0,939.0,433.0,4.7468,294400.0,2.0,NEAR OCEAN
-121.96 ; 36.97,-121.96,36.97,23.0,4324.0,1034.0,1844.0,875.0,3.0777,263800.0,2.0,NEAR OCEAN
-121.96 ; 36.98,-121.96,36.98,16.0,4907.0,1117.0,2265.0,1048.0,2.6757,229200.0,2.0,NEAR OCEAN
-121.96 ; 36.99,-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,238000.0,2.0,NEAR OCEAN
-121.96 ; 37.06,-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,390000.0,2.0,NEAR OCEAN
-121.96 ; 37.1,-121.96,37.1,20.0,922.0,155.0,361.0,135.0,6.3617,331500.0,0.0,<1H OCEAN
-121.96 ; 37.22,-121.96,37.22,35.0,4709.0,723.0,1866.0,694.0,8.492,500001.0,0.0,<1H OCEAN
-121.96 ; 37.23,-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,476400.0,0.0,<1H OCEAN
-121.96 ; 37.24,-121.96,37.24,26.0,3032.0,605.0,1208.0,562.0,5.4683,430900.0,0.0,<1H OCEAN
-121.96 ; 37.25,-121.96,37.25,27.0,1438.0,264.0,637.0,260.5,5.340199999999999,355600.0,0.0,<1H OCEAN
-121.96 ; 37.26,-121.96,37.26,22.0,1408.0,351.0,636.0,294.0,1.8542,333300.0,0.0,<1H OCEAN
-121.96 ; 37.27,-121.96,37.27,26.5,4730.5,900.0,2274.5,880.0,5.3842,277950.0,0.0,<1H OCEAN
-121.96 ; 37.28,-121.96,37.28,30.5,3479.0,696.5,1861.5,656.0,4.728,277150.0,0.0,<1H OCEAN
-121.96 ; 37.29,-121.96,37.29,24.0,1240.0,263.0,690.0,276.0,5.0,283000.0,0.0,<1H OCEAN
-121.96 ; 37.3,-121.96,37.3,21.5,4134.0,924.5,2257.5,925.0,4.1742,265350.0,0.0,<1H OCEAN
-121.96 ; 37.31,-121.96,37.31,28.5,4100.0,694.5,1858.5,701.5,6.15015,328200.0,0.0,<1H OCEAN
-121.96 ; 37.32,-121.96,37.32,11.0,1711.0,493.0,1094.0,543.0,3.73,227700.0,0.0,<1H OCEAN
-121.96 ; 37.33,-121.96,37.33,30.5,2781.5,599.5,1240.5,572.5,4.14015,282600.0,0.0,<1H OCEAN
-121.96 ; 37.34,-121.96,37.34,35.0,1152.5,226.0,556.0,218.0,4.61425,253350.0,0.0,<1H OCEAN
-121.96 ; 37.35,-121.96,37.35,34.5,1619.5,299.5,686.0,296.5,4.56345,265600.0,0.0,<1H OCEAN
-121.96 ; 37.36,-121.96,37.36,24.5,3810.5,974.0,2374.0,912.0,3.9017999999999997,262950.0,0.0,<1H OCEAN
-121.96 ; 37.39,-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,4.5062,219300.0,0.0,<1H OCEAN
-121.96 ; 37.41,-121.96,37.41,17.0,3208.0,617.0,2286.0,602.0,5.2937,238000.0,0.0,<1H OCEAN
-121.96 ; 37.43,-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,158000.0,0.0,<1H OCEAN
-121.96 ; 37.51,-121.96,37.51,22.0,5811.0,1125.0,3215.0,1086.0,4.4107,223500.0,0.0,<1H OCEAN
-121.96 ; 37.52,-121.96,37.52,26.0,4211.0,741.0,2352.0,734.0,5.2396,223900.0,0.0,<1H OCEAN
-121.96 ; 37.53,-121.96,37.53,23.0,2513.0,552.0,1356.0,541.0,3.958933333333333,227566.66666666666,0.0,<1H OCEAN
-121.96 ; 37.54,-121.96,37.54,14.0,5106.0,1207.0,2738.0,1108.0,3.9909,236000.0,0.0,<1H OCEAN
-121.96 ; 37.71,-121.96,37.71,6.0,8072.0,1050.0,3386.0,1062.0,7.2494,336500.0,0.0,<1H OCEAN
-121.96 ; 37.74,-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,350000.0,0.0,<1H OCEAN
-121.96 ; 37.81,-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,403400.0,0.0,<1H OCEAN
-121.96 ; 37.84,-121.96,37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,398200.0,1.0,INLAND
-121.96 ; 37.85,-121.96,37.85,10.0,3209.0,379.0,1199.0,392.0,12.2478,500001.0,1.0,INLAND
-121.96 ; 37.94,-121.96,37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,194700.0,1.0,INLAND
-121.96 ; 37.95,-121.96,37.95,10.0,3317.0,752.5,1605.0,695.5,3.3496,181950.0,1.0,INLAND
-121.96 ; 37.96,-121.96,37.96,28.0,1838.0,273.0,899.0,270.0,5.2145,229200.0,1.0,INLAND
-121.96 ; 37.99,-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,210100.0,1.0,INLAND
-121.96 ; 38.02,-121.96,38.02,35.0,2691.0,542.0,1409.0,505.0,3.016,95300.0,1.0,INLAND
-121.96 ; 38.32,-121.96,38.32,12.0,5127.0,998.0,2749.0,976.0,4.0458,130600.0,1.0,INLAND
-121.96 ; 38.34,-121.96,38.34,14.0,3035.0,680.0,1597.0,663.0,3.6036,143500.0,1.0,INLAND
-121.96 ; 38.35,-121.96,38.35,20.0,1415.0,266.0,667.0,250.0,4.0938,117300.0,1.0,INLAND
-121.96 ; 38.36,-121.96,38.36,11.0,3208.0,790.0,1772.0,694.0,2.7434,218800.0,1.0,INLAND
-121.96 ; 38.54,-121.96,38.54,6.0,1485.0,318.0,894.0,308.0,3.2222,139600.0,1.0,INLAND
-121.97 ; 36.96,-121.97,36.96,27.0,4001.0,999.0,1808.0,945.0,2.561,234600.0,2.0,NEAR OCEAN
-121.97 ; 36.97,-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,2.7587,228600.0,2.0,NEAR OCEAN
-121.97 ; 37.0,-121.97,37.0,25.0,990.0,166.0,522.0,185.0,4.8269,272900.0,2.0,NEAR OCEAN
-121.97 ; 37.01,-121.97,37.01,21.0,2073.0,357.0,1044.0,351.0,4.5682,371600.0,2.0,NEAR OCEAN
-121.97 ; 37.23,-121.97,37.23,22.0,2781.0,523.0,1291.0,516.0,4.6065,445900.0,0.0,<1H OCEAN
-121.97 ; 37.24,-121.97,37.24,35.0,2553.0,533.0,1117.0,498.0,4.4063,436100.0,0.0,<1H OCEAN
-121.97 ; 37.25,-121.97,37.25,32.0,2892.0,496.0,1193.0,492.0,6.131,367800.0,0.0,<1H OCEAN
-121.97 ; 37.26,-121.97,37.26,19.0,2174.0,454.0,998.0,426.0,4.6827,255100.0,0.0,<1H OCEAN
-121.97 ; 37.29,-121.97,37.29,29.0,2721.0,682.0,1602.0,646.0,3.337,265300.0,0.0,<1H OCEAN
-121.97 ; 37.3,-121.97,37.3,25.0,5463.0,1351.0,2758.0,1310.0,3.0079,277300.0,0.0,<1H OCEAN
-121.97 ; 37.31,-121.97,37.31,23.0,6701.5,1695.5,3608.5,1443.5,3.7794,291200.0,0.0,<1H OCEAN
-121.97 ; 37.32,-121.97,37.32,19.0,4620.0,1404.0,2672.0,1308.0,3.699,237500.0,0.0,<1H OCEAN
-121.97 ; 37.33,-121.97,37.33,21.0,8275.0,1566.0,3636.0,1524.0,5.1506,302100.0,0.0,<1H OCEAN
-121.97 ; 37.34,-121.97,37.34,33.0,3162.0,435.0,1553.0,686.0,3.6682,266100.0,0.0,<1H OCEAN
-121.97 ; 37.35,-121.97,37.35,34.0,1474.75,290.75,708.5,269.0,4.77605,275600.0,0.0,<1H OCEAN
-121.97 ; 37.36,-121.97,37.36,29.0,2862.5,523.5,1595.0,537.0,6.03445,262850.0,0.0,<1H OCEAN
-121.97 ; 37.44,-121.97,37.44,17.0,127.0,28.0,219.0,22.0,4.5179,112500.0,0.0,<1H OCEAN
-121.97 ; 37.51,-121.97,37.51,25.0,3333.0,511.0,1671.0,504.0,5.4359,258300.0,0.0,<1H OCEAN
-121.97 ; 37.52,-121.97,37.52,24.5,4343.0,785.5,2153.0,753.5,4.80705,231750.0,0.0,<1H OCEAN
-121.97 ; 37.53,-121.97,37.53,30.5,2391.5,403.5,1313.0,409.5,5.08995,216700.0,0.0,<1H OCEAN
-121.97 ; 37.55,-121.97,37.55,17.0,4924.0,1247.0,3080.0,1182.0,3.168,189400.0,0.0,<1H OCEAN
-121.97 ; 37.56,-121.97,37.56,13.0,8918.0,1823.0,4518.0,1772.0,4.8052,254000.0,0.0,<1H OCEAN
-121.97 ; 37.57,-121.97,37.57,21.0,4342.0,783.0,2172.0,789.0,4.6146,247600.0,0.0,<1H OCEAN
-121.97 ; 37.64,-121.97,37.64,32.0,1283.0,194.0,485.0,171.0,6.0574,431000.0,0.0,<1H OCEAN
-121.97 ; 37.76,-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0,0.0,<1H OCEAN
-121.97 ; 37.77,-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0,0.0,<1H OCEAN
-121.97 ; 37.79,-121.97,37.79,16.5,4780.5,654.0,1781.0,637.0,6.699400000000001,326900.0,0.0,<1H OCEAN
-121.97 ; 37.8,-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,356000.0,0.0,<1H OCEAN
-121.97 ; 37.95,-121.97,37.95,8.0,4253.0,709.0,1883.0,662.0,5.431,246700.0,1.0,INLAND
-121.97 ; 37.97,-121.96999999999998,37.97,25.666666666666668,1666.0,245.33333333333334,760.0,258.0,5.625733333333333,231600.0,1.0,INLAND
-121.97 ; 38.03,-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,139800.0,1.0,INLAND
-121.97 ; 38.34,-121.97,38.34,13.5,1915.5,384.5,986.5,352.0,4.29485,127000.0,1.0,INLAND
-121.97 ; 38.35,-121.97,38.35,17.0,5678.0,1116.0,3182.0,1135.0,3.7388,122000.0,1.0,INLAND
-121.97 ; 39.79,-121.97,39.79,16.0,1453.0,299.0,904.0,286.0,3.5735,89600.0,1.0,INLAND
-121.98 ; 36.96,-121.98,36.96,25.5,3352.0,770.5,1837.5,732.0,3.3893,251700.0,2.0,NEAR OCEAN
-121.98 ; 36.97,-121.98,36.97,21.0,3349.0,737.0,1952.0,718.0,3.7273,251900.0,2.0,NEAR OCEAN
-121.98 ; 36.98,-121.98,36.98,29.0,2681.0,632.0,1652.0,620.0,3.075,215800.0,2.0,NEAR OCEAN
-121.98 ; 37.14,-121.98,37.14,37.0,74.0,19.0,63.0,17.0,9.5908,350000.0,0.0,<1H OCEAN
-121.98 ; 37.16,-121.98,37.16,42.0,2533.0,433.0,957.0,398.0,5.3468,279900.0,0.0,<1H OCEAN
-121.98 ; 37.22,-121.98,37.22,46.0,10088.0,1910.0,3728.0,1781.0,5.2321,500001.0,0.0,<1H OCEAN
-121.98 ; 37.24,-121.98,37.24,35.0,3574.0,485.0,1325.0,476.0,8.5425,500001.0,0.0,<1H OCEAN
-121.98 ; 37.27,-121.98,37.27,27.0,2866.5,524.0,1475.5,520.5,5.304449999999999,284150.0,0.0,<1H OCEAN
-121.98 ; 37.28,-121.98,37.28,27.0,2798.6666666666665,510.3333333333333,1407.3333333333333,493.0,4.966166666666667,272233.3333333333,0.0,<1H OCEAN
-121.98 ; 37.29,-121.98,37.29,33.0,2120.0,349.0,907.0,336.0,7.5443,283000.0,0.0,<1H OCEAN
-121.98 ; 37.31,-121.98,37.31,30.0,3044.0,544.5,1537.0,540.5,6.00775,312400.0,0.0,<1H OCEAN
-121.98 ; 37.32,-121.98,37.32,17.0,9789.0,2552.0,4748.0,2206.0,4.2531,279800.0,0.0,<1H OCEAN
-121.98 ; 37.33,-121.98,37.33,30.0,2591.6666666666665,466.6666666666667,1315.6666666666667,465.0,5.816433333333333,304133.3333333333,0.0,<1H OCEAN
-121.98 ; 37.35,-121.98,37.35,38.5,1102.0,221.0,637.5,223.5,4.0558,250550.0,0.0,<1H OCEAN
-121.98 ; 37.36,-121.98,37.36,34.0,1536.6666666666667,271.0,843.0,261.3333333333333,6.040900000000001,270600.0,0.0,<1H OCEAN
-121.98 ; 37.37,-121.98,37.37,36.0,1651.0,344.0,1062.0,331.0,4.575,215400.0,0.0,<1H OCEAN
-121.98 ; 37.53,-121.98,37.53,27.0,3004.0,634.5,1876.0,589.5,4.397349999999999,222950.0,0.0,<1H OCEAN
-121.98 ; 37.54,-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,220800.0,0.0,<1H OCEAN
-121.98 ; 37.58,-121.98,37.58,20.0,4126.0,1031.0,2079.0,975.0,3.6832,216900.0,0.0,<1H OCEAN
-121.98 ; 37.74,-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,399300.0,0.0,<1H OCEAN
-121.98 ; 37.8,-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,343700.0,0.0,<1H OCEAN
-121.98 ; 37.81,-121.98,37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,359100.0,0.0,<1H OCEAN
-121.98 ; 37.82,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0,0.0,<1H OCEAN
-121.98 ; 37.96,-121.98,37.96,17.0,4017.5,778.5,1814.5,777.0,3.40365,165400.0,1.0,INLAND
-121.98 ; 37.97,-121.98,37.97,26.0,2726.0,409.0,1274.0,419.5,5.60295,222150.0,1.0,INLAND
-121.98 ; 38.05,-121.98,38.05,31.0,2810.0,518.0,1640.0,503.0,3.3661,98500.0,1.0,INLAND
-121.98 ; 38.25,-121.98,38.25,4.0,2487.0,440.0,1545.0,452.0,4.9103,140400.0,1.0,INLAND
-121.98 ; 38.32,-121.98,38.32,45.0,19.0,5.0,7460.0,6.0,10.2264,137500.0,1.0,INLAND
-121.98 ; 38.34,-121.98,38.34,15.5,3746.0,794.0,2204.0,759.5,3.3237,132150.0,1.0,INLAND
-121.98 ; 38.35,-121.98,38.35,16.0,1697.0,267.0,832.0,277.0,4.4375,132600.0,1.0,INLAND
-121.98 ; 38.37,-121.98,38.37,21.0,3027.0,675.0,2018.0,642.0,2.8438,111500.0,1.0,INLAND
-121.98 ; 38.52,-121.98,38.52,27.0,3044.0,565.0,1583.0,514.0,2.7989,126700.0,1.0,INLAND
-121.99 ; 36.96,-121.99,36.96,29.0,1075.0,236.5,375.5,178.5,3.67855,399850.0,2.0,NEAR OCEAN
-121.99 ; 36.98,-121.99,36.98,32.5,1608.5,323.0,1017.0,327.0,4.49465,245450.0,2.0,NEAR OCEAN
-121.99 ; 36.99,-121.99,36.99,22.5,2355.5,438.0,1257.5,419.0,4.724349999999999,244250.0,2.0,NEAR OCEAN
-121.99 ; 37.26,-121.99,37.26,23.0,3376.0,488.0,1070.0,449.5,8.06515,471250.5,0.0,<1H OCEAN
-121.99 ; 37.27,-121.99,37.27,21.666666666666668,1892.6666666666667,318.6666666666667,909.6666666666666,318.6666666666667,6.322966666666666,299766.6666666667,0.0,<1H OCEAN
-121.99 ; 37.29,-121.99,37.29,32.0,2930.0,481.0,1336.0,481.0,6.4631,344100.0,0.0,<1H OCEAN
-121.99 ; 37.3,-121.99,37.3,28.0,4863.0,901.0,2110.0,868.0,5.1483,342000.0,0.0,<1H OCEAN
-121.99 ; 37.32,-121.99,37.32,20.0,4461.0,864.0,2042.0,808.0,4.7083,217700.0,0.0,<1H OCEAN
-121.99 ; 37.34,-121.99,37.34,26.5,3495.0,793.0,1910.0,763.0,4.61775,289250.0,0.0,<1H OCEAN
-121.99 ; 37.35,-121.99,37.35,21.5,1619.5,417.0,839.5,403.0,4.38605,225550.0,0.0,<1H OCEAN
-121.99 ; 37.36,-121.99,37.36,32.75,2324.25,478.75,1225.75,468.0,4.5725,278150.0,0.0,<1H OCEAN
-121.99 ; 37.37,-121.99,37.37,27.0,1797.0,538.0,1610.0,531.0,4.2422,237500.0,0.0,<1H OCEAN
-121.99 ; 37.39,-121.99,37.39,25.0,3495.0,834.0,2484.0,797.0,4.8145,230700.0,0.0,<1H OCEAN
-121.99 ; 37.4,-121.99,37.4,29.5,2531.0,507.0,1269.5,500.5,4.4404,231000.0,0.0,<1H OCEAN
-121.99 ; 37.53,-121.99,37.53,25.0,5405.0,939.0,2831.0,923.0,5.0423,222200.0,0.0,<1H OCEAN
-121.99 ; 37.54,-121.99,37.54,24.0,2987.3333333333335,531.0,1576.6666666666667,527.0,4.8869,231000.0,0.0,<1H OCEAN
-121.99 ; 37.55,-121.99,37.55,22.0,4530.5,1256.5,2877.5,1178.0,3.87385,241200.0,0.0,<1H OCEAN
-121.99 ; 37.56,-121.99,37.56,19.0,5983.5,1149.5,2964.5,1103.0,4.66965,250450.0,0.0,<1H OCEAN
-121.99 ; 37.61,-121.99,37.61,9.0,3666.0,711.0,2341.0,703.0,4.6458,217000.0,0.0,<1H OCEAN
-121.99 ; 37.77,-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,294800.0,0.0,<1H OCEAN
-121.99 ; 37.81,-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,188500.0,0.0,<1H OCEAN
-121.99 ; 37.82,-121.99,37.82,22.0,1248.0,271.0,579.0,269.0,3.375,200000.0,0.0,<1H OCEAN
-121.99 ; 37.83,-121.99,37.83,16.0,2939.0,380.0,1177.0,396.0,8.0839,372000.0,0.0,<1H OCEAN
-121.99 ; 37.96,-121.99,37.96,16.5,3040.0,451.0,1349.0,443.5,6.6019000000000005,230500.0,1.0,INLAND
-121.99 ; 37.97,-121.99,37.97,29.0,3079.5,508.5,1421.0,493.0,5.410299999999999,200650.0,1.0,INLAND
-121.99 ; 37.98,-121.99,37.98,23.0,2293.0,411.0,969.0,399.0,4.4536,184000.0,1.0,INLAND
-121.99 ; 38.15,-121.99,38.15,36.0,263.0,73.0,88.0,42.0,2.5313,162500.0,1.0,INLAND
-121.99 ; 38.26,-121.99,38.26,18.0,921.0,126.0,368.0,120.0,6.0842,261100.0,1.0,INLAND
-121.99 ; 38.27,-121.99,38.27,16.0,4138.0,758.0,1762.0,723.0,3.1979,137500.0,1.0,INLAND
-121.99 ; 38.34,-121.99,38.34,16.0,1470.0,261.0,748.0,256.0,4.0433,132200.0,1.0,INLAND
-121.99 ; 38.35,-121.99,38.35,45.0,1778.0,339.0,839.0,319.0,2.4659,102900.0,1.0,INLAND
-121.99 ; 38.36,-121.99,38.36,34.0,1437.0,241.0,682.5,241.5,3.3973500000000003,101000.0,1.0,INLAND
-121.99 ; 38.48,-121.99,38.48,17.0,1824.0,348.0,934.0,305.0,4.6719,250000.0,1.0,INLAND
-121.99 ; 38.53,-121.99,38.53,6.0,4598.0,834.0,2561.0,812.0,3.4186,127300.0,1.0,INLAND
-122.0 ; 36.98,-122.0,36.98,31.5,2069.0,389.0,886.5,362.0,3.9280999999999997,257100.0,2.0,NEAR OCEAN
-122.0 ; 37.0,-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,137500.0,2.0,NEAR OCEAN
-122.0 ; 37.08,-122.0,37.08,17.0,4154.0,739.0,2149.0,693.0,5.5919,373400.0,2.0,NEAR OCEAN
-122.0 ; 37.12,-122.0,37.12,17.0,4413.0,672.0,1674.0,608.0,6.9772,383300.0,0.0,<1H OCEAN
-122.0 ; 37.23,-122.0,37.23,36.0,3191.0,430.0,1234.0,440.0,9.0704,500001.0,0.0,<1H OCEAN
-122.0 ; 37.27,-122.0,37.27,33.0,1664.0,271.0,759.0,272.0,5.7876,415800.0,0.0,<1H OCEAN
-122.0 ; 37.28,-122.0,37.28,33.5,2957.5,518.0,1270.5,505.0,5.5699000000000005,341000.0,0.0,<1H OCEAN
-122.0 ; 37.31,-122.0,37.31,28.0,3811.0,585.0,1795.0,581.0,7.8383,372700.0,0.0,<1H OCEAN
-122.0 ; 37.32,-122.0,37.32,34.0,3450.0,731.0,1915.0,689.0,4.7402,244500.0,0.0,<1H OCEAN
-122.0 ; 37.33,-122.0,37.33,30.0,4033.0,794.0,1788.0,807.0,5.6932,338700.0,0.0,<1H OCEAN
-122.0 ; 37.34,-122.0,37.34,29.0,2530.0,455.0,1210.5,436.5,5.5633,347300.0,0.0,<1H OCEAN
-122.0 ; 37.35,-122.0,37.35,20.0,4304.0,851.0,2059.0,835.0,5.1674,333000.0,0.0,<1H OCEAN
-122.0 ; 37.36,-122.0,37.36,21.0,2802.0,692.0,1338.5,562.0,6.01965,374100.0,0.0,<1H OCEAN
-122.0 ; 37.39,-122.0,37.39,34.5,1695.0,317.0,1267.5,340.5,5.7936,234600.0,0.0,<1H OCEAN
-122.0 ; 37.4,-122.0,37.4,17.0,4324.0,854.0,1656.0,885.0,3.6619,232400.0,0.0,<1H OCEAN
-122.0 ; 37.51,-122.0,37.51,7.0,6352.0,1390.0,3223.0,1316.0,4.9867,181700.0,0.0,<1H OCEAN
-122.0 ; 37.54,-122.0,37.54,29.0,4133.0,744.0,2023.0,749.0,5.1616,275100.0,0.0,<1H OCEAN
-122.0 ; 37.55,-122.0,37.55,27.0,6103.0,1249.0,3026.0,1134.0,4.1591,332400.0,0.0,<1H OCEAN
-122.0 ; 37.58,-122.0,37.58,6.0,4405.0,717.0,2071.0,688.0,5.8151,295600.0,0.0,<1H OCEAN
-122.0 ; 37.82,-122.0,37.82,20.0,2206.0,458.0,926.0,432.0,4.6042,256400.0,0.0,<1H OCEAN
-122.0 ; 37.84,-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0,0.0,<1H OCEAN
-122.0 ; 37.86,-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,500001.0,0.0,<1H OCEAN
-122.0 ; 37.97,-122.0,37.97,27.0,2491.0,428.0,1171.0,431.0,5.1021,202800.0,1.0,INLAND
-122.0 ; 37.98,-122.0,37.98,33.0,1149.0,194.33333333333334,513.3333333333334,200.66666666666666,4.909433333333333,193800.0,1.0,INLAND
-122.0 ; 38.23,-122.0,38.23,1.0,2062.0,343.0,872.0,268.0,5.2636,191300.0,1.0,INLAND
-122.0 ; 38.25,-122.0,38.25,7.0,11768.0,1893.0,6657.0,1874.0,4.9222,142900.0,1.0,INLAND
-122.0 ; 38.28,-122.0,38.28,3.0,7030.0,1191.0,3238.0,1055.0,4.962,161700.0,1.0,INLAND
-122.0 ; 38.35,-122.0,38.35,32.5,1044.75,183.0,453.5,183.0,3.985825,134850.0,1.0,INLAND
-122.0 ; 38.36,-122.0,38.36,34.0,2735.0,539.0,1390.0,491.0,2.7262,118800.0,1.0,INLAND
-122.0 ; 38.37,-122.0,38.37,18.0,1048.0,185.0,469.0,162.0,3.625,125000.0,1.0,INLAND
-122.0 ; 38.38,-122.0,38.38,16.0,2509.0,366.0,1043.0,339.0,6.0704,173400.0,1.0,INLAND
-122.0 ; 38.73,-122.0,38.73,31.0,371.0,74.0,208.0,84.0,3.875,137500.0,1.0,INLAND
-122.0 ; 38.83,-122.0,38.83,26.0,272.0,49.0,194.0,52.0,3.4187,98400.0,1.0,INLAND
-122.0 ; 38.99,-122.0,38.99,39.0,1548.0,323.0,815.0,286.0,2.9489,67500.0,1.0,INLAND
-122.01 ; 36.91,-122.01,36.91,19.0,691.0,191.0,324.0,167.0,3.1312,388500.0,2.0,NEAR OCEAN
-122.01 ; 36.97,-122.01,36.97,43.333333333333336,1562.3333333333333,367.6666666666667,825.3333333333334,370.0,2.6743,244566.66666666666,2.0,NEAR OCEAN
-122.01 ; 36.98,-122.01,36.98,40.333333333333336,2157.6666666666665,498.6666666666667,1087.3333333333333,478.0,3.075366666666666,245700.0,2.0,NEAR OCEAN
-122.01 ; 36.99,-122.01,36.99,32.666666666666664,1365.3333333333333,264.3333333333333,684.6666666666666,256.0,5.0393,255833.33333333334,2.0,NEAR OCEAN
-122.01 ; 37.03,-122.01,37.03,21.0,5904.0,956.0,2616.0,916.0,5.9039,355300.0,2.0,NEAR OCEAN
-122.01 ; 37.06,-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,308100.0,2.0,NEAR OCEAN
-122.01 ; 37.18,-122.01,37.18,37.0,3852.0,652.0,1534.0,567.0,5.8596,318700.0,0.0,<1H OCEAN
-122.01 ; 37.25,-122.01,37.25,31.0,1574.0,193.0,551.0,191.0,10.2311,500001.0,0.0,<1H OCEAN
-122.01 ; 37.26,-122.01,37.26,14.0,2561.0,404.0,1172.0,378.0,7.6107,500001.0,0.0,<1H OCEAN
-122.01 ; 37.27,-122.01,37.27,27.0,3340.0,451.0,1220.0,447.0,8.8178,500001.0,0.0,<1H OCEAN
-122.01 ; 37.28,-122.01,37.28,22.0,2038.0,260.0,773.0,281.0,9.1569,500001.0,0.0,<1H OCEAN
-122.01 ; 37.29,-122.01,37.29,31.0,3136.0,431.0,1190.0,412.0,7.5,500001.0,0.0,<1H OCEAN
-122.01 ; 37.3,-122.01,37.3,25.0,4044.0,551.0,1699.0,533.0,8.0837,380600.0,0.0,<1H OCEAN
-122.01 ; 37.31,-122.01,37.31,24.5,4118.5,659.5,1825.5,649.5,6.5234,332350.0,0.0,<1H OCEAN
-122.01 ; 37.32,-122.01,37.32,32.0,3108.0,613.0,1577.0,603.0,4.6613,284000.0,0.0,<1H OCEAN
-122.01 ; 37.34,-122.01,37.34,31.0,3080.0,526.0,1493.0,582.0,6.3052,344200.0,0.0,<1H OCEAN
-122.01 ; 37.35,-122.01,37.35,33.0,2517.0,496.0,1158.0,443.0,5.0785,289500.0,0.0,<1H OCEAN
-122.01 ; 37.36,-122.01,37.36,18.5,1794.0,375.0,846.5,374.0,5.6667000000000005,299950.0,0.0,<1H OCEAN
-122.01 ; 37.37,-122.01,37.37,11.0,2559.0,694.0,1309.0,668.0,4.1847,167300.0,0.0,<1H OCEAN
-122.01 ; 37.38,-122.01,37.38,32.0,726.0,204.0,538.0,203.0,4.505,230400.0,0.0,<1H OCEAN
-122.01 ; 37.39,-122.01,37.39,26.0,2497.0,717.3333333333334,1830.3333333333333,685.6666666666666,4.403366666666667,241433.33333333334,0.0,<1H OCEAN
-122.01 ; 37.4,-122.01,37.4,14.0,4841.0,1130.0,813.0,517.0,3.7614,137500.0,0.0,<1H OCEAN
-122.01 ; 37.53,-122.01,37.53,27.0,1890.0,303.0,889.0,314.0,5.7057,287600.0,3.0,NEAR BAY
-122.01 ; 37.55,-122.01,37.55,26.0,2068.0,532.0,1434.0,495.0,3.3008,224200.0,3.0,NEAR BAY
